title, kind, keyword
Teenage Mutant Ninja Turtles, movie, ninja
The Wolverine, movie, ninja
"Crouching Tiger\, Hidden Dragon", movie, ninja
Dumb and Dumber To, movie, ninja
Enter the Dragon, movie, ninja
George of the Jungle, movie, ninja
The Green Hornet, movie, ninja
You Only Live Twice, movie, ninja
The Lego Ninjago Movie, movie, ninja
Mighty Morphin Power Rangers: The Movie, movie, ninja
Boruto: Naruto Next Generations (2017–), movie, ninja
Ninja Assassin, movie, ninja
War, movie, ninja
Speed Racer, movie, ninja
Flushed Away, movie, ninja
Spies Like Us, movie, ninja
The Man with the Iron Fists, movie, ninja
DOA: Dead or Alive, movie, ninja
Mortal Kombat: Annihilation, movie, ninja
Teenage Mutant Ninja Turtles II: The Secret of the Ooze, movie, ninja
Ninjago: Masters of Spinjitzu (2011–2019)), movie, ninja
In the Name of the King: A Dungeon Siege Tale, movie, ninja
X-Men: The Animated Series (1992–1997)), movie, ninja
The Master of Disguise, movie, ninja
Batman Ninja, movie, ninja
Batman: Under the Red Hood, movie, ninja
Teenage Mutant Ninja Turtles (1987–1996)), movie, ninja
3 Ninjas, movie, ninja
This Is Us (2016–), movie, parenthood
Aliens, movie, parenthood
Annabelle ), movie, parenthood
Jurassic Park III, movie, parenthood
Home Again, movie, parenthood
Big Daddy, movie, parenthood
Raising Arizona, movie, parenthood
Liar Liar, movie, parenthood
Addams Family Values, movie, parenthood
Steel Magnolias, movie, parenthood
Mr. Mom, movie, parenthood
Unforgettable ), movie, parenthood
She's Having a Baby, movie, parenthood
Roots, movie, parenthood
Force Majeure, movie, parenthood
The Hand That Rocks the Cradle, movie, parenthood
3 Men and a Baby, movie, parenthood
Look Who's Talking Too, movie, parenthood
A Walk on the Moon, movie, parenthood
Throw Momma from the Train, movie, parenthood
Raising Helen, movie, parenthood
Secrets & Lies, movie, parenthood
The Forgotten, movie, parenthood
Nine Months, movie, parenthood
Maggie's Plan, movie, parenthood
It's Alive, movie, parenthood
The Deep End of the Ocean, movie, parenthood
Losing Isaiah, movie, parenthood
The Banger Sisters, movie, parenthood
Bad Milo, movie, parenthood
Up All Night (2011–2012)), movie, parenthood
Being Human, movie, parenthood
The Shaggy Dog, movie, parenthood
Steel Magnolias, movie, parenthood
The Boys Are Back, movie, parenthood
Close Enough, movie, parenthood
2point4 Children (1991–1999)), movie, parenthood
Never Let Go ), movie, parenthood
Roots: The Next Generations, movie, parenthood
My Baby's Daddy, movie, parenthood
Rock-a-Bye Baby, movie, parenthood
The Suburbans, movie, parenthood
The Shaggy D.A., movie, parenthood
A Different Story, movie, parenthood
Not Suitable for Children, movie, parenthood
Truth Be Told, movie, parenthood
Venus ), movie, parenthood
40 Pounds of Trouble, movie, parenthood
The Dark at the Top of the Stairs, movie, parenthood
I Ought to Be in Pictures, movie, parenthood
Rick and Morty (2013–), movie, parody
Parks and Recreation (2009–2015)), movie, parody
It's Always Sunny in Philadelphia (2005–), movie, parody
Archer (2009–), movie, parody
Deadpool 2, movie, parody
Community (2009–2015)), movie, parody
Family Guy (1999–), movie, parody
The Princess Bride, movie, parody
Baywatch, movie, parody
The Lion King 3: Hakuna Matata, movie, parody
Deadpool, movie, parody
The Ballad of Buster Scruggs, movie, parody
Airplane!, movie, parody
Tropic Thunder, movie, parody
Megamind, movie, parody
Married... with Children (1987–1997)), movie, parody
30 Rock (2006–2013)), movie, parody
This Is the End, movie, parody
Hot Fuzz, movie, parody
Romeo + Juliet, movie, parody
Futurama (1999–2013)), movie, parody
Spaceballs, movie, parody
Drunk History (2013–), movie, parody
Not Another Teen Movie, movie, parody
Johnny English Strikes Again, movie, parody
Won't You Be My Neighbor?, movie, parody
21 Jump Street, movie, parody
The Rocky Horror Picture Show, movie, parody
Enchanted, movie, parody
Starsky & Hutch, movie, parody
The Ridiculous 6, movie, parody
The Wrecking Crew, movie, parody
The Tick (2017–2019)), movie, parody
Saturday Night Live (1975–), movie, parody
Sausage Party, movie, parody
Paul Blart: Mall Cop, movie, parody
Your Highness, movie, parody
Spy, movie, parody
Wreck-It Ralph, movie, parody
Citizen Kane, movie, parody
3 Idiots, movie, parody
The Death of Stalin, movie, parody
Batman (1966–1968)), movie, parody
Freaks of Nature, movie, parody
The Pink Panther, movie, parody
The Little Hours, movie, parody
Mars Attacks!, movie, parody
Spy Kids, movie, parody
Wayne's World, movie, parody
Documentary Now! (2015–), movie, parody
Avengers: Endgame, movie, post-apocalypse
The Walking Dead (2010–), movie, post-apocalypse
The 100 (2014–), movie, post-apocalypse
Zombieland, movie, post-apocalypse
Snowpiercer (2020–), movie, post-apocalypse
The Matrix, movie, post-apocalypse
Snowpiercer, movie, post-apocalypse
Mad Max: Fury Road, movie, post-apocalypse
The Hunger Games, movie, post-apocalypse
A Quiet Place, movie, post-apocalypse
The Terror (2018–), movie, post-apocalypse
Terminator 2: Judgment Day, movie, post-apocalypse
Battlestar Galactica (2004–2009)), movie, post-apocalypse
Bird Box, movie, post-apocalypse
The Terminator, movie, post-apocalypse
Mortal Engines, movie, post-apocalypse
The Handmaid's Tale, movie, post-apocalypse
The Hunger Games: Catching Fire, movie, post-apocalypse
The Dark Tower, movie, post-apocalypse
Into the Badlands (2015–2019)), movie, post-apocalypse
The Hunger Games: Mockingjay - Part 2, movie, post-apocalypse
The Silence, movie, post-apocalypse
Waterworld, movie, post-apocalypse
The Lego Movie 2: The Second Part, movie, post-apocalypse
The Book of Eli, movie, post-apocalypse
Oblivion ), movie, post-apocalypse
The Hunger Games: Mockingjay - Part 1, movie, post-apocalypse
Terminator Genisys, movie, post-apocalypse
The Time Machine, movie, post-apocalypse
The Matrix Reloaded, movie, post-apocalypse
Neon Genesis Evangelion (1995–1996)), movie, post-apocalypse
Adventure Time (2010–2018)), movie, post-apocalypse
12 Monkeys (2015–2018)), movie, post-apocalypse
The Blood of Heroes, movie, post-apocalypse
Z Nation (2014–2018)), movie, post-apocalypse
Maze Runner: The Death Cure, movie, post-apocalypse
X-Men: Days of Future Past, movie, post-apocalypse
The Bad Batch, movie, post-apocalypse
The Darkest Minds, movie, post-apocalypse
Twelve Monkeys, movie, post-apocalypse
Stalker, movie, post-apocalypse
Terminator Salvation, movie, post-apocalypse
I Am Legend, movie, post-apocalypse
Cloud Atlas, movie, post-apocalypse
Mad Max, movie, post-apocalypse
The Matrix Revolutions, movie, post-apocalypse
The Shannara Chronicles (2016–2017)), movie, post-apocalypse
10 Cloverfield Lane, movie, post-apocalypse
WALL·E, movie, post-apocalypse
Doomsday, movie, post-apocalypse
Pulp Fiction, movie, postmodern
Watchmen, movie, postmodern
Fight Club, movie, postmodern
American Gangster, movie, postmodern
Inherent Vice, movie, postmodern
"Paris\, Texas", movie, postmodern
Payback ), movie, postmodern
Close-Up, movie, postmodern
Blood for Dracula, movie, postmodern
Youth Without Youth, movie, postmodern
Insignificance, movie, postmodern
Noel Fielding's Luxury Comedy (2012–), movie, postmodern
Body Swap, movie, postmodern
The Beast of Bray Road, movie, postmodern
American Desert, movie, postmodern
Glamorama, movie, postmodern
The Postmodern Life of My Aunt, movie, postmodern
Eleanor and Franklin: The White House Years, movie, postmodern
The Last Koan, movie, postmodern
Being Black Enough, movie, postmodern
Pozegnanie jesieni, movie, postmodern
Jealous Gods, movie, postmodern
Life's a Tarantino Flick, movie, postmodern
Phantom ), movie, postmodern
Gordon, movie, postmodern
By the Soles of Our Feet, movie, postmodern
Bad Spy, movie, postmodern
Quest: A Long Ray's Journey Into Light, movie, postmodern
No Such Thing As Gravity, movie, postmodern
Fragile Machine, movie, postmodern
Hoch Zeit, movie, postmodern
Tale of the Tribe, movie, postmodern
Diamonds in the Sky, movie, postmodern
Ivy League Exorcist: The Bobby Jindal Story, movie, postmodern
Smash Bros. Fight Club Trailer, movie, postmodern
Man.Woman.Blackbird., movie, postmodern
Haemophobia, movie, postmodern
Collective Identity, movie, postmodern
The Forgotten Past, movie, postmodern
The Next Scorsese, movie, postmodern
Hiroshima ), movie, postmodern
Recordando el show de Alejandro MolinaEl destino (2011–), movie, postmodern
Recordando el show de Alejandro MolinaEl error (2011–), movie, postmodern
Recordando el show de Alejandro MolinaEl infierno (2011–), movie, postmodern
Recordando el show de Alejandro MolinaEl símbolo y la cosa (2011–), movie, postmodern
Recordando el show de Alejandro MolinaEl tiempo (2011–), movie, postmodern
Star Trek: Deep Space NineFar Beyond the Stars (1993–1999, movie, postmodern
Recordando el show de Alejandro MolinaFin del mundo (2011–), movie, postmodern
Recordando el show de Alejandro MolinaInmortalidad (2011–), movie, postmodern
Recordando el show de Alejandro MolinaJuventud (2011–), movie, postmodern
The Walking Dead (2010–), movie, psychopath
Breaking Bad (2008–2013)), movie, psychopath
It ), movie, psychopath
Inglourious Basterds, movie, psychopath
Pulp Fiction, movie, psychopath
The Sopranos (1999–2007)), movie, psychopath
Mindhunter (2017–), movie, psychopath
Dexter (2006–2013)), movie, psychopath
The Hitcher, movie, psychopath
The Dark Knight, movie, psychopath
Watchmen, movie, psychopath
Bones (2005–2017)), movie, psychopath
Avatar, movie, psychopath
Suicide Squad, movie, psychopath
Bad Times at the El Royale, movie, psychopath
Reservoir Dogs, movie, psychopath
True Romance, movie, psychopath
Power Rangers, movie, psychopath
Get Out ), movie, psychopath
Batman Begins, movie, psychopath
Baby Driver, movie, psychopath
The Silence of the Lambs, movie, psychopath
Kill Bill: Vol. 1, movie, psychopath
Red Sparrow, movie, psychopath
Halloween ), movie, psychopath
Taxi Driver, movie, psychopath
Death Proof, movie, psychopath
The Dark Knight Rises, movie, psychopath
It, movie, psychopath
The Shining, movie, psychopath
Alien: Covenant, movie, psychopath
Terminator 2: Judgment Day, movie, psychopath
Gone Girl, movie, psychopath
Split ), movie, psychopath
Guardians of the Galaxy Vol. 2, movie, psychopath
Schindler's List, movie, psychopath
CSI: Crime Scene Investigation (2000–2015)), movie, psychopath
Goodfellas, movie, psychopath
Taboo (2017–), movie, psychopath
Wonder Woman, movie, psychopath
The House That Jack Built, movie, psychopath
Ma, movie, psychopath
Captain America: The First Avenger, movie, psychopath
Se7en, movie, psychopath
Shutter Island, movie, psychopath
Hannibal (2013–2015)), movie, psychopath
Heat, movie, psychopath
No Country for Old Men, movie, psychopath
A Clockwork Orange, movie, psychopath
Luther (2010–), movie, psychopath
The Lion King: Live Action, movie, redemption
Avengers: Endgame, movie, redemption
The Lion King, movie, redemption
Spider-Man: Into the Spider-Verse, movie, redemption
John Wick: Chapter 3 - Parabellum, movie, redemption
Bohemian Rhapsody, movie, redemption
Super 30, movie, redemption
Godzilla: King of the Monsters, movie, redemption
Pulp Fiction, movie, redemption
Fantastic Beasts: The Crimes of Grindelwald, movie, redemption
Thor: Ragnarok, movie, redemption
Avengers: Infinity War, movie, redemption
A Star Is Born, movie, redemption
The Lion King 2: Simba's Pride, movie, redemption
The Shawshank Redemption, movie, redemption
Watchmen, movie, redemption
Avatar, movie, redemption
Suicide Squad, movie, redemption
Bad Times at the El Royale, movie, redemption
Dark Phoenix, movie, redemption
Black Panther, movie, redemption
Power Rangers, movie, redemption
Batman Begins, movie, redemption
Mad Max: Fury Road, movie, redemption
Inception, movie, redemption
The Meg, movie, redemption
Wynonna Earp (2016–), movie, redemption
Spider-Man, movie, redemption
Ready Player One, movie, redemption
Justice League, movie, redemption
Captain America: Civil War, movie, redemption
The Lord of the Rings: The Fellowship of the Ring, movie, redemption
The Princess Bride, movie, redemption
Gladiator, movie, redemption
Harry Potter and the Deathly Hallows: Part 2, movie, redemption
Halloween ), movie, redemption
The Avengers, movie, redemption
The Dark Knight Rises, movie, redemption
Toy Story, movie, redemption
Iron Man, movie, redemption
Baywatch, movie, redemption
Léon: The Professional, movie, redemption
The Mule, movie, redemption
Terminator 2: Judgment Day, movie, redemption
Annihilation, movie, redemption
Avatar: The Last Airbender (2005–2008)), movie, redemption
Mulan, movie, redemption
Guardians of the Galaxy Vol. 2, movie, redemption
Beauty and the Beast, movie, redemption
Suspiria ), movie, redemption
Watchmen (2019–), movie, remake
The Office (2005–2013)), movie, remake
Westworld (2016–), movie, remake
Aladdin, movie, remake
Animal Kingdom (2016–), movie, remake
Shameless (2011–), movie, remake
A Star Is Born, movie, remake
Homeland (2011–), movie, remake
Kidnapping Stella, movie, remake
Pet Sematary, movie, remake
Dumbo, movie, remake
Charlie's Angels, movie, remake
Power Rangers, movie, remake
House of Cards (2013–2018)), movie, remake
The Jungle Book, movie, remake
The Upside, movie, remake
Cold Pursuit, movie, remake
West Side Story, movie, remake
Hawaii Five-0 (2010–), movie, remake
The Departed, movie, remake
12 Angry Men, movie, remake
Baywatch, movie, remake
Beauty and the Beast, movie, remake
Battlestar Galactica (2004–2009)), movie, remake
Suspiria ), movie, remake
Widows, movie, remake
Heat, movie, remake
The Lion King 3: Hakuna Matata, movie, remake
Blind Fury, movie, remake
Lost in Space (2018–), movie, remake
Charlie and the Chocolate Factory, movie, remake
The Thing, movie, remake
Cinderella ), movie, remake
Les Misérables, movie, remake
Transformers, movie, remake
The Blue Lagoon, movie, remake
Man of Steel, movie, remake
Jacob's Ladder, movie, remake
Scarface, movie, remake
Overboard, movie, remake
Just Go with It, movie, remake
The Equalizer, movie, remake
Star Wars: Episode VII - The Force Awakens, movie, remake
Fantastic Four, movie, remake
The Mummy, movie, remake
True Grit, movie, remake
The Mummy, movie, remake
The Magnificent Seven, movie, remake
The Girl with the Dragon Tattoo, movie, remake
Ghost in the Shell, movie, remake
Cats, movie, rescue
Avengers: Endgame, movie, rescue
The Lion King, movie, rescue
Supernatural (2005–), movie, rescue
Spider-Man: Into the Spider-Verse, movie, rescue
John Wick: Chapter 3 - Parabellum, movie, rescue
It ), movie, rescue
Super 30, movie, rescue
Arrow (2012–), movie, rescue
Godzilla: King of the Monsters, movie, rescue
Pulp Fiction, movie, rescue
Fantastic Beasts: The Crimes of Grindelwald, movie, rescue
Spider-Man: Homecoming, movie, rescue
Thor: Ragnarok, movie, rescue
Avengers: Infinity War, movie, rescue
Ladyhawke, movie, rescue
Blade Runner 2049, movie, rescue
Aquaman, movie, rescue
Dumbo, movie, rescue
The Dark Knight, movie, rescue
The Hateful Eight, movie, rescue
Interstellar, movie, rescue
Watchmen, movie, rescue
The Goonies, movie, rescue
Avatar, movie, rescue
Django Unchained, movie, rescue
Suicide Squad, movie, rescue
Bad Times at the El Royale, movie, rescue
The Wolf of Wall Street, movie, rescue
Dark Phoenix, movie, rescue
Mission: Impossible - Fallout, movie, rescue
Deadpool 2, movie, rescue
The NeverEnding Story, movie, rescue
Harry Potter and the Sorcerer's Stone, movie, rescue
Black Panther, movie, rescue
Venom, movie, rescue
Titanic, movie, rescue
Overlord, movie, rescue
Power Rangers, movie, rescue
Get Out ), movie, rescue
Guardians of the Galaxy, movie, rescue
Batman Begins, movie, rescue
The Matrix, movie, rescue
Apollo 13 ), movie, rescue
Glass, movie, rescue
Mad Max: Fury Road, movie, rescue
Inception, movie, rescue
Baby Driver, movie, rescue
The Spy Who Dumped Me, movie, rescue
Robin Hood, movie, rescue
Money Heist (2017–), movie, robbery
Aladdin, movie, robbery
Zombieland, movie, robbery
Pulp Fiction, movie, robbery
Spider-Man: Homecoming, movie, robbery
The Dark Knight, movie, robbery
Django Unchained, movie, robbery
Suicide Squad, movie, robbery
Reservoir Dogs, movie, robbery
Black Panther, movie, robbery
Venom, movie, robbery
Power Rangers, movie, robbery
Batman Begins, movie, robbery
Baby Driver, movie, robbery
Robin Hood, movie, robbery
Dazed and Confused, movie, robbery
Spider-Man, movie, robbery
Captain America: Civil War, movie, robbery
The Dark Knight Rises, movie, robbery
The Departed, movie, robbery
Gone Girl, movie, robbery
Ocean's Eight, movie, robbery
Solo: A Star Wars Story, movie, robbery
Hobo with a Shotgun, movie, robbery
Guardians of the Galaxy Vol. 2, movie, robbery
Goodfellas, movie, robbery
Superbad, movie, robbery
Zodiac, movie, robbery
Widows, movie, robbery
Turkish Delight, movie, robbery
Heat, movie, robbery
Valerian and the City of a Thousand Planets, movie, robbery
A Clockwork Orange, movie, robbery
Fantastic Beasts and Where to Find Them, movie, robbery
The Outsiders, movie, robbery
Les Misérables, movie, robbery
Fast Times at Ridgemont High, movie, robbery
The Imitation Game, movie, robbery
Snatch, movie, robbery
Hotel Artemis, movie, robbery
Spider-Man 3, movie, robbery
The Fast and the Furious, movie, robbery
The Amazing Spider-Man, movie, robbery
Aladdin, movie, robbery
4L, movie, robbery
The Usual Suspects, movie, robbery
Nightcrawler, movie, robbery
We're the Millers, movie, robbery
Spider-Man 2, movie, robbery
Van Helsing, movie, robbery
Terminator: Dark Fate, movie, robot
Westworld (2016–), movie, robot
Spider-Man: Into the Spider-Verse, movie, robot
Blade Runner, movie, robot
Star Trek: The Next Generation (1987–1994)), movie, robot
Doctor Who (2005–), movie, robot
Blade Runner 2049, movie, robot
I Am Mother, movie, robot
Interstellar, movie, robot
Avatar, movie, robot
The Orville (2017–), movie, robot
Power Rangers, movie, robot
The Matrix, movie, robot
"Love\, Death & Robots (2019–)", movie, robot
Ready Player One, movie, robot
Captain America: Civil War, movie, robot
Alien, movie, robot
The Avengers, movie, robot
Iron Man, movie, robot
Jurassic Park, movie, robot
Alien: Covenant, movie, robot
Terminator 2: Judgment Day, movie, robot
Thor, movie, robot
Solo: A Star Wars Story, movie, robot
Guardians of the Galaxy Vol. 2, movie, robot
Battlestar Galactica (2004–2009)), movie, robot
Avengers: Age of Ultron, movie, robot
The Terminator, movie, robot
Mortal Engines, movie, robot
Upgrade, movie, robot
Transformers: The Last Knight, movie, robot
Valerian and the City of a Thousand Planets, movie, robot
Lost in Space (2018–), movie, robot
Bumblebee, movie, robot
Young Justice (2010–), movie, robot
The Fifth Element, movie, robot
Sonic the Hedgehog, movie, robot
Rogue One: A Star Wars Story, movie, robot
Star Wars: Episode IV - A New Hope, movie, robot
The Incredibles, movie, robot
Iron Man 3, movie, robot
The Golden Compass, movie, robot
Aliens, movie, robot
Transformers, movie, robot
Hotel Artemis, movie, robot
Megamind, movie, robot
Iron Man 2, movie, robot
Man of Steel, movie, robot
X-Men: Apocalypse, movie, robot
Kingsman: The Golden Circle, movie, robot
Pocahontas ), movie, rotoscoping
A Scanner Darkly, movie, rotoscoping
Who Framed Roger Rabbit, movie, rotoscoping
The Birds, movie, rotoscoping
The Love Guru, movie, rotoscoping
Monster House, movie, rotoscoping
Peter Pan, movie, rotoscoping
Pinocchio, movie, rotoscoping
The Polar Express, movie, rotoscoping
Heavy Metal, movie, rotoscoping
Cool World, movie, rotoscoping
The Lord of the Rings, movie, rotoscoping
Paprika, movie, rotoscoping
The Fox and the Hound, movie, rotoscoping
Waking Life, movie, rotoscoping
Fire and Ice, movie, rotoscoping
Wizards, movie, rotoscoping
Dream Corp LLC (2016–), movie, rotoscoping
Heavy Metal 2000, movie, rotoscoping
Yellow Submarine, movie, rotoscoping
American Pop, movie, rotoscoping
Cleopatra, movie, rotoscoping
Chico & Rita, movie, rotoscoping
Tehran Taboo, movie, rotoscoping
Gulliver's Travels, movie, rotoscoping
Tower, movie, rotoscoping
Renaissance, movie, rotoscoping
Make Mine Music, movie, rotoscoping
Superman, movie, rotoscoping
Mr. Bug Goes to Town, movie, rotoscoping
The Snow Queen, movie, rotoscoping
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, movie, rotoscoping
Flowers of Evil (2013–), movie, rotoscoping
A-Ha: Take on Me, movie, rotoscoping
Star Wars Uncut: Director's Cut, movie, rotoscoping
Gertie the Dinosaur, movie, rotoscoping
Delta State (2004–), movie, rotoscoping
Snow-White, movie, rotoscoping
Fantastic Animation Festival, movie, rotoscoping
Little Red Walking Hood, movie, rotoscoping
When the Day Breaks, movie, rotoscoping
The Old Man of the Mountain, movie, rotoscoping
Hunger, movie, rotoscoping
Poor Cinderella, movie, rotoscoping
Minnie the Moocher, movie, rotoscoping
Sons of Butcher (2005–2006)), movie, rotoscoping
Lung do kei yuen, movie, rotoscoping
Great (Isambard Kingdom Brunel), movie, rotoscoping
A-ha: The Sun Always Shines on T.V., movie, rotoscoping
The Bulleteers, movie, rotoscoping
Black Mirror (2011–), movie, satire
The Office (2005–2013)), movie, satire
Brooklyn Nine-Nine (2013–), movie, satire
Inglourious Basterds, movie, satire
Rick and Morty (2013–), movie, satire
Parks and Recreation (2009–2015)), movie, satire
It's Always Sunny in Philadelphia (2005–), movie, satire
Dexter (2006–2013)), movie, satire
Watchmen, movie, satire
The Wolf of Wall Street, movie, satire
The Simpsons (1989–), movie, satire
The Orville (2017–), movie, satire
Get Out ), movie, satire
Community (2009–2015)), movie, satire
Family Guy (1999–), movie, satire
What We Do in the Shadows (2019–), movie, satire
Fight Club, movie, satire
South Park (1997–), movie, satire
Upgrade, movie, satire
American Beauty, movie, satire
A Clockwork Orange, movie, satire
Deadpool, movie, satire
American Psycho, movie, satire
The Big Lebowski, movie, satire
The Hunger Games: Catching Fire, movie, satire
Mean Girls, movie, satire
The Fifth Element, movie, satire
Desperate Housewives (2004–2012)), movie, satire
Airplane!, movie, satire
Love Actually, movie, satire
The Incredibles, movie, satire
Tropic Thunder, movie, satire
Megamind, movie, satire
Batman, movie, satire
Nightcrawler, movie, satire
What We Do in the Shadows, movie, satire
Men in Black, movie, satire
Kingsman: The Golden Circle, movie, satire
Heathers, movie, satire
Married... with Children (1987–1997)), movie, satire
This Is the End, movie, satire
Weeds (2005–2012)), movie, satire
Stripes, movie, satire
The Cabin in the Woods, movie, satire
Hart of Dixie (2011–2015)), movie, satire
Buffy the Vampire Slayer, movie, satire
Malcolm in the Middle (2000–2006)), movie, satire
"Salò\, or the 120 Days of Sodom", movie, satire
Future Man (2017–), movie, satire
Birdman or (The Unexpected Virtue of Ignorance), movie, satire
Good Omens, movie, shakespeare
As You Like It, movie, shakespeare
Christmas at the Chateau, movie, shakespeare
Chorar de Rir, movie, shakespeare
Special Ed, movie, shakespeare
Welcome to the Tempest Hotel, movie, shakespeare
Romeo 3000, movie, shakespeare
MacBethenny, movie, shakespeare
Polanski Meets Macbeth, movie, shakespeare
Solipsism, movie, shakespeare
Ophelia Now, movie, shakespeare
Literary Personals (2018–), movie, shakespeare
Untitled Shakespeare at Winedale Documentary, movie, shakespeare
La tempête, movie, shakespeare
Toil and Trouble: Making 'Macbeth', movie, shakespeare
Soliloquy ), movie, shakespeare
Empire of Blood, movie, shakespeare
Homeless Shakespeare, movie, shakespeare
Brother's Blood, movie, shakespeare
Shakespeare in the Sphere: Harry Lennix Interview, movie, shakespeare
Hots for Shakespeare, movie, shakespeare
Hard Case, movie, shakespeare
"A Man\, Vanished", movie, shakespeare
Shakespeare Scenes, movie, shakespeare
R3 - A proposito di un re, movie, shakespeare
The Man Shakespeare, movie, shakespeare
Fantasy IslandThe Tallowed Image/Room and Bard (1977–1984, movie, shakespeare
John Wick: Chapter 3 - Parabellum, movie, shootout
Captain Marvel, movie, shootout
Blade Runner, movie, shootout
The Expanse (2015–), movie, shootout
Inglourious Basterds, movie, shootout
Godzilla: King of the Monsters, movie, shootout
Pulp Fiction, movie, shootout
Thor: Ragnarok, movie, shootout
Shaft, movie, shootout
Blade, movie, shootout
Blade Runner 2049, movie, shootout
The Hitcher, movie, shootout
Aquaman, movie, shootout
The Dark Knight, movie, shootout
The Hateful Eight, movie, shootout
The Goonies, movie, shootout
Avatar, movie, shootout
Django Unchained, movie, shootout
Suicide Squad, movie, shootout
Bad Times at the El Royale, movie, shootout
John Wick, movie, shootout
Reservoir Dogs, movie, shootout
Mission: Impossible - Fallout, movie, shootout
Deadpool 2, movie, shootout
True Romance, movie, shootout
Black Panther, movie, shootout
Overlord, movie, shootout
Guardians of the Galaxy, movie, shootout
Batman Begins, movie, shootout
Altered Carbon (2018–), movie, shootout
The Matrix, movie, shootout
Mad Max: Fury Road, movie, shootout
Inception, movie, shootout
Baby Driver, movie, shootout
The Spy Who Dumped Me, movie, shootout
The Silence of the Lambs, movie, shootout
Kill Bill: Vol. 1, movie, shootout
Hotel Mumbai, movie, shootout
Ready Player One, movie, shootout
Captain America: Civil War, movie, shootout
Cold Pursuit, movie, shootout
Blade: Trinity, movie, shootout
Mile 22, movie, shootout
Taxi Driver, movie, shootout
John Wick: Chapter 2, movie, shootout
The Avengers, movie, shootout
The Dark Knight Rises, movie, shootout
The Departed, movie, shootout
Iron Man, movie, shootout
Baywatch, movie, shootout
The Hitcher, movie, slasher
Child's Play, movie, slasher
Scream: The TV Series (2015–), movie, slasher
Halloween ), movie, slasher
Death Proof, movie, slasher
The Shining, movie, slasher
Split ), movie, slasher
Ma, movie, slasher
Se7en, movie, slasher
Black Christmas, movie, slasher
American Psycho, movie, slasher
The Thing, movie, slasher
Absentia (2017–), movie, slasher
The Babysitter ), movie, slasher
The Cabin in the Woods, movie, slasher
Psycho, movie, slasher
Happy Death Day, movie, slasher
Happy Death Day 2U, movie, slasher
The Green Inferno, movie, slasher
Natural Born Killers, movie, slasher
Halloween Kills, movie, slasher
Carrie, movie, slasher
Halloween, movie, slasher
Saw, movie, slasher
Hollow Man, movie, slasher
A Nightmare on Elm Street, movie, slasher
Unforgiven, movie, slasher
Disturbia, movie, slasher
The Hills Have Eyes, movie, slasher
The Devil's Rejects, movie, slasher
Hostel, movie, slasher
Friday the 13th, movie, slasher
Child's Play, movie, slasher
Final Destination, movie, slasher
Misery, movie, slasher
The Evil Dead, movie, slasher
Jigsaw ), movie, slasher
House of 1000 Corpses, movie, slasher
Truth or Dare ), movie, slasher
Ghost Ship, movie, slasher
The Texas Chain Saw Massacre, movie, slasher
The Last House on the Left, movie, slasher
Evil Dead, movie, slasher
The First Purge, movie, slasher
The Texas Chainsaw Massacre, movie, slasher
Terrifier, movie, slasher
Wrong Turn ), movie, slasher
Triangle, movie, slasher
Jennifer's Body, movie, slasher
The Frighteners, movie, slasher
The Lion King, movie, spirituality
Doctor Strange, movie, spirituality
Star Wars: The Last Jedi, movie, spirituality
The Revenant, movie, spirituality
The Green Mile, movie, spirituality
The Sixth Sense, movie, spirituality
Won't You Be My Neighbor?, movie, spirituality
Star Wars: Episode V - The Empire Strikes Back, movie, spirituality
The Last Samurai, movie, spirituality
Stalker, movie, spirituality
Alpha, movie, spirituality
The Matrix Revolutions, movie, spirituality
The Last Airbender, movie, spirituality
The Lion King, movie, spirituality
Star Wars: Episode II - Attack of the Clones, movie, spirituality
Akira, movie, spirituality
The Holy Mountain, movie, spirituality
The Riot Club, movie, spirituality
Dogville, movie, spirituality
Across the Universe, movie, spirituality
The Thin Red Line, movie, spirituality
The Craft, movie, spirituality
Priest, movie, spirituality
Before Sunset, movie, spirituality
The Lone Ranger, movie, spirituality
The Fountain, movie, spirituality
What Dreams May Come, movie, spirituality
Dekalog (1989–1990)), movie, spirituality
The Hundred-Foot Journey, movie, spirituality
The Shack ), movie, spirituality
The Great Beauty, movie, spirituality
"10\,000 BC", movie, spirituality
8½, movie, spirituality
Wild Wild Country (2018–), movie, spirituality
I Origins, movie, spirituality
Touched by an Angel (1994–2003)), movie, spirituality
Man on the Moon, movie, spirituality
Breaking the Waves, movie, spirituality
Malcolm X, movie, spirituality
Vanishing Point, movie, spirituality
Varsity Blues, movie, spirituality
Risen, movie, spirituality
Battlestar Galactica, movie, spirituality
Lucky, movie, spirituality
Alive, movie, spirituality
Brother Bear, movie, spirituality
The Sacrifice, movie, spirituality
The Way ), movie, spirituality
Andrei Rublev, movie, spirituality
The Sessions, movie, spirituality
Family Guy (1999–), movie, spoof
Baywatch, movie, spoof
The Lion King 3: Hakuna Matata, movie, spoof
Airplane!, movie, spoof
Clue, movie, spoof
Tropic Thunder, movie, spoof
Married... with Children (1987–1997)), movie, spoof
30 Rock (2006–2013)), movie, spoof
Stripes, movie, spoof
Hot Fuzz, movie, spoof
Futurama (1999–2013)), movie, spoof
Spaceballs, movie, spoof
