title, kind, keyword
Cats, movie, rescue
Avengers: Endgame, movie, rescue
The Lion King, movie, rescue
Spider-Man: Into the Spider-Verse, movie, rescue
John Wick: Chapter 3 - Parabellum, movie, rescue
It, movie, rescue
Super 30, movie, rescue
Godzilla: King of the Monsters, movie, rescue
Pulp Fiction, movie, rescue
Fantastic Beasts: The Crimes of Grindelwald, movie, rescue
Spider-Man: Homecoming, movie, rescue
Thor: Ragnarok, movie, rescue
Avengers: Infinity War, movie, rescue
Ladyhawke, movie, rescue
Blade Runner 2049, movie, rescue
Aquaman, movie, rescue
Dumbo, movie, rescue
The Dark Knight, movie, rescue
The Hateful Eight, movie, rescue
Interstellar, movie, rescue
Watchmen, movie, rescue
The Goonies, movie, rescue
Avatar, movie, rescue
Django Unchained, movie, rescue
Suicide Squad, movie, rescue
Bad Times at the El Royale, movie, rescue
The Wolf of Wall Street, movie, rescue
Dark Phoenix, movie, rescue
Mission: Impossible - Fallout, movie, rescue
Deadpool 2, movie, rescue
The NeverEnding Story, movie, rescue
Harry Potter and the Sorcerer's Stone, movie, rescue
Black Panther, movie, rescue
Venom, movie, rescue
Titanic, movie, rescue
Overlord, movie, rescue
Power Rangers, movie, rescue
Get Out, movie, rescue
Guardians of the Galaxy, movie, rescue
Batman Begins, movie, rescue
The Matrix, movie, rescue
Apollo 13, movie, rescue
Glass, movie, rescue
Mad Max: Fury Road, movie, rescue
Inception, movie, rescue
Baby Driver, movie, rescue
The Spy Who Dumped Me, movie, rescue
Robin Hood, movie, rescue
Aladdin, movie, robbery
Zombieland, movie, robbery
Pulp Fiction, movie, robbery
Spider-Man: Homecoming, movie, robbery
The Dark Knight, movie, robbery
Django Unchained, movie, robbery
Suicide Squad, movie, robbery
Reservoir Dogs, movie, robbery
Black Panther, movie, robbery
Venom, movie, robbery
Power Rangers, movie, robbery
Batman Begins, movie, robbery
Baby Driver, movie, robbery
Robin Hood, movie, robbery
Dazed and Confused, movie, robbery
Spider-Man, movie, robbery
Captain America: Civil War, movie, robbery
The Dark Knight Rises, movie, robbery
The Departed, movie, robbery
Gone Girl, movie, robbery
Ocean's Eight, movie, robbery
Solo: A Star Wars Story, movie, robbery
Hobo with a Shotgun, movie, robbery
Guardians of the Galaxy Vol. 2, movie, robbery
Goodfellas, movie, robbery
Superbad, movie, robbery
Zodiac, movie, robbery
Widows, movie, robbery
Turkish Delight, movie, robbery
Heat, movie, robbery
Valerian and the City of a Thousand Planets, movie, robbery
A Clockwork Orange, movie, robbery
Fantastic Beasts and Where to Find Them, movie, robbery
The Outsiders, movie, robbery
Les Misérables, movie, robbery
Fast Times at Ridgemont High, movie, robbery
The Imitation Game, movie, robbery
Snatch, movie, robbery
Hotel Artemis, movie, robbery
Spider-Man 3, movie, robbery
The Fast and the Furious, movie, robbery
The Amazing Spider-Man, movie, robbery
Aladdin, movie, robbery
4L, movie, robbery
The Usual Suspects, movie, robbery
Nightcrawler, movie, robbery
We're the Millers, movie, robbery
Spider-Man 2, movie, robbery
Van Helsing, movie, robbery
Terminator: Dark Fate, movie, robot
Spider-Man: Into the Spider-Verse, movie, robot
Blade Runner, movie, robot
Blade Runner 2049, movie, robot
I Am Mother, movie, robot
Interstellar, movie, robot
Avatar, movie, robot
Power Rangers, movie, robot
The Matrix, movie, robot
Ready Player One, movie, robot
Captain America: Civil War, movie, robot
Alien, movie, robot
The Avengers, movie, robot
Iron Man, movie, robot
Jurassic Park, movie, robot
Alien: Covenant, movie, robot
Terminator 2: Judgment Day, movie, robot
Thor, movie, robot
Solo: A Star Wars Story, movie, robot
Guardians of the Galaxy Vol. 2, movie, robot
Avengers: Age of Ultron, movie, robot
The Terminator, movie, robot
Mortal Engines, movie, robot
Upgrade, movie, robot
Transformers: The Last Knight, movie, robot
Valerian and the City of a Thousand Planets, movie, robot
Bumblebee, movie, robot
The Fifth Element, movie, robot
Sonic the Hedgehog, movie, robot
Rogue One: A Star Wars Story, movie, robot
Star Wars: Episode IV - A New Hope, movie, robot
The Incredibles, movie, robot
Iron Man 3, movie, robot
The Golden Compass, movie, robot
Aliens, movie, robot
Transformers, movie, robot
Hotel Artemis, movie, robot
Megamind, movie, robot
Iron Man 2, movie, robot
Man of Steel, movie, robot
X-Men: Apocalypse, movie, robot
Kingsman: The Golden Circle, movie, robot
Pocahontas, movie, rotoscoping
A Scanner Darkly, movie, rotoscoping
Who Framed Roger Rabbit, movie, rotoscoping
The Birds, movie, rotoscoping
The Love Guru, movie, rotoscoping
Monster House, movie, rotoscoping
Peter Pan, movie, rotoscoping
Pinocchio, movie, rotoscoping
The Polar Express, movie, rotoscoping
Heavy Metal, movie, rotoscoping
Cool World, movie, rotoscoping
The Lord of the Rings, movie, rotoscoping
Paprika, movie, rotoscoping
The Fox and the Hound, movie, rotoscoping
Waking Life, movie, rotoscoping
Fire and Ice, movie, rotoscoping
Wizards, movie, rotoscoping
Heavy Metal 2000, movie, rotoscoping
Yellow Submarine, movie, rotoscoping
American Pop, movie, rotoscoping
Cleopatra, movie, rotoscoping
Chico & Rita, movie, rotoscoping
Tehran Taboo, movie, rotoscoping
Gulliver's Travels, movie, rotoscoping
Tower, movie, rotoscoping
Renaissance, movie, rotoscoping
Make Mine Music, movie, rotoscoping
Superman, movie, rotoscoping
Mr. Bug Goes to Town, movie, rotoscoping
The Snow Queen, movie, rotoscoping
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, movie, rotoscoping
A-Ha: Take on Me, movie, rotoscoping
Star Wars Uncut: Director's Cut, movie, rotoscoping
Gertie the Dinosaur, movie, rotoscoping
Snow-White, movie, rotoscoping
Fantastic Animation Festival, movie, rotoscoping
Little Red Walking Hood, movie, rotoscoping
When the Day Breaks, movie, rotoscoping
The Old Man of the Mountain, movie, rotoscoping
Hunger, movie, rotoscoping
Poor Cinderella, movie, rotoscoping
Minnie the Moocher, movie, rotoscoping
Lung do kei yuen, movie, rotoscoping
A-ha: The Sun Always Shines on T.V., movie, rotoscoping
The Bulleteers, movie, rotoscoping
Inglourious Basterds, movie, satire
Watchmen, movie, satire
The Wolf of Wall Street, movie, satire
Get Out, movie, satire
Fight Club, movie, satire
Upgrade, movie, satire
American Beauty, movie, satire
A Clockwork Orange, movie, satire
Deadpool, movie, satire
American Psycho, movie, satire
The Big Lebowski, movie, satire
The Hunger Games: Catching Fire, movie, satire
Mean Girls, movie, satire
The Fifth Element, movie, satire
Airplane!, movie, satire
Love Actually, movie, satire
The Incredibles, movie, satire
Tropic Thunder, movie, satire
Megamind, movie, satire
Batman, movie, satire
Nightcrawler, movie, satire
What We Do in the Shadows, movie, satire
Men in Black, movie, satire
Kingsman: The Golden Circle, movie, satire
Heathers, movie, satire
This Is the End, movie, satire
Stripes, movie, satire
The Cabin in the Woods, movie, satire
Buffy the Vampire Slayer, movie, satire
"Salò\, or the 120 Days of Sodom", movie, satire
Good Omens, movie, shakespeare
As You Like It, movie, shakespeare
Christmas at the Chateau, movie, shakespeare
Chorar de Rir, movie, shakespeare
Special Ed, movie, shakespeare
Welcome to the Tempest Hotel, movie, shakespeare
Romeo 3000, movie, shakespeare
MacBethenny, movie, shakespeare
Polanski Meets Macbeth, movie, shakespeare
Solipsism, movie, shakespeare
Ophelia Now, movie, shakespeare
Untitled Shakespeare at Winedale Documentary, movie, shakespeare
La tempête, movie, shakespeare
Toil and Trouble: Making 'Macbeth', movie, shakespeare
Soliloquy, movie, shakespeare
Empire of Blood, movie, shakespeare
Homeless Shakespeare, movie, shakespeare
Brother's Blood, movie, shakespeare
Shakespeare in the Sphere: Harry Lennix Interview, movie, shakespeare
Hots for Shakespeare, movie, shakespeare
Hard Case, movie, shakespeare
"A Man\, Vanished", movie, shakespeare
Shakespeare Scenes, movie, shakespeare
R3 - A proposito di un re, movie, shakespeare
The Man Shakespeare, movie, shakespeare
John Wick: Chapter 3 - Parabellum, movie, shootout
Captain Marvel, movie, shootout
Blade Runner, movie, shootout
Inglourious Basterds, movie, shootout
Godzilla: King of the Monsters, movie, shootout
Pulp Fiction, movie, shootout
Thor: Ragnarok, movie, shootout
Shaft, movie, shootout
Blade, movie, shootout
Blade Runner 2049, movie, shootout
The Hitcher, movie, shootout
Aquaman, movie, shootout
The Dark Knight, movie, shootout
The Hateful Eight, movie, shootout
The Goonies, movie, shootout
Avatar, movie, shootout
Django Unchained, movie, shootout
Suicide Squad, movie, shootout
Bad Times at the El Royale, movie, shootout
John Wick, movie, shootout
Reservoir Dogs, movie, shootout
Mission: Impossible - Fallout, movie, shootout
Deadpool 2, movie, shootout
True Romance, movie, shootout
Black Panther, movie, shootout
Overlord, movie, shootout
Guardians of the Galaxy, movie, shootout
Batman Begins, movie, shootout
The Matrix, movie, shootout
Mad Max: Fury Road, movie, shootout
Inception, movie, shootout
Baby Driver, movie, shootout
The Spy Who Dumped Me, movie, shootout
The Silence of the Lambs, movie, shootout
Kill Bill: Vol. 1, movie, shootout
Hotel Mumbai, movie, shootout
Ready Player One, movie, shootout
Captain America: Civil War, movie, shootout
Cold Pursuit, movie, shootout
Blade: Trinity, movie, shootout
Mile 22, movie, shootout
Taxi Driver, movie, shootout
John Wick: Chapter 2, movie, shootout
The Avengers, movie, shootout
The Dark Knight Rises, movie, shootout
The Departed, movie, shootout
Iron Man, movie, shootout
Baywatch, movie, shootout
The Hitcher, movie, slasher
Child's Play, movie, slasher
Halloween, movie, slasher
Death Proof, movie, slasher
The Shining, movie, slasher
Split, movie, slasher
Ma, movie, slasher
Se7en, movie, slasher
Black Christmas, movie, slasher
American Psycho, movie, slasher
The Thing, movie, slasher
The Babysitter, movie, slasher
The Cabin in the Woods, movie, slasher
Psycho, movie, slasher
Happy Death Day, movie, slasher
Happy Death Day 2U, movie, slasher
The Green Inferno, movie, slasher
Natural Born Killers, movie, slasher
Halloween Kills, movie, slasher
Carrie, movie, slasher
Halloween, movie, slasher
Saw, movie, slasher
Hollow Man, movie, slasher
A Nightmare on Elm Street, movie, slasher
Unforgiven, movie, slasher
Disturbia, movie, slasher
The Hills Have Eyes, movie, slasher
The Devil's Rejects, movie, slasher
Hostel, movie, slasher
Friday the 13th, movie, slasher
Child's Play, movie, slasher
Final Destination, movie, slasher
Misery, movie, slasher
The Evil Dead, movie, slasher
Jigsaw, movie, slasher
House of 1000 Corpses, movie, slasher
Truth or Dare, movie, slasher
Ghost Ship, movie, slasher
The Texas Chain Saw Massacre, movie, slasher
The Last House on the Left, movie, slasher
Evil Dead, movie, slasher
The First Purge, movie, slasher
The Texas Chainsaw Massacre, movie, slasher
Terrifier, movie, slasher
Wrong Turn, movie, slasher
Triangle, movie, slasher
Jennifer's Body, movie, slasher
The Frighteners, movie, slasher
The Lion King, movie, spirituality
Doctor Strange, movie, spirituality
Star Wars: The Last Jedi, movie, spirituality
The Revenant, movie, spirituality
The Green Mile, movie, spirituality
The Sixth Sense, movie, spirituality
Won't You Be My Neighbor?, movie, spirituality
Star Wars: Episode V - The Empire Strikes Back, movie, spirituality
The Last Samurai, movie, spirituality
Stalker, movie, spirituality
Alpha, movie, spirituality
The Matrix Revolutions, movie, spirituality
The Last Airbender, movie, spirituality
The Lion King, movie, spirituality
Star Wars: Episode II - Attack of the Clones, movie, spirituality
Akira, movie, spirituality
The Holy Mountain, movie, spirituality
The Riot Club, movie, spirituality
Dogville, movie, spirituality
Across the Universe, movie, spirituality
The Thin Red Line, movie, spirituality
The Craft, movie, spirituality
Priest, movie, spirituality
Before Sunset, movie, spirituality
The Lone Ranger, movie, spirituality
The Fountain, movie, spirituality
What Dreams May Come, movie, spirituality
The Hundred-Foot Journey, movie, spirituality
The Shack, movie, spirituality
The Great Beauty, movie, spirituality
"10\,000 BC", movie, spirituality
8½, movie, spirituality
I Origins, movie, spirituality
Man on the Moon, movie, spirituality
Breaking the Waves, movie, spirituality
Malcolm X, movie, spirituality
Vanishing Point, movie, spirituality
Varsity Blues, movie, spirituality
Risen, movie, spirituality
Battlestar Galactica, movie, spirituality
Lucky, movie, spirituality
Alive, movie, spirituality
Brother Bear, movie, spirituality
The Sacrifice, movie, spirituality
The Way, movie, spirituality
Andrei Rublev, movie, spirituality
The Sessions, movie, spirituality
Baywatch, movie, spoof
The Lion King 3: Hakuna Matata, movie, spoof
Airplane!, movie, spoof
Clue, movie, spoof
Tropic Thunder, movie, spoof
Stripes, movie, spoof
Hot Fuzz, movie, spoof
Spaceballs, movie, spoof
Not Another Teen Movie, movie, spoof
Johnny English Strikes Again, movie, spoof
Machete, movie, spoof
The Rocky Horror Picture Show, movie, spoof
Enchanted, movie, spoof
Starsky & Hutch, movie, spoof
The Ridiculous 6, movie, spoof
The Wrecking Crew, movie, spoof
Sausage Party, movie, spoof
Dark Shadows, movie, spoof
Your Highness, movie, spoof
Dodgeball: A True Underdog Story, movie, spoof
Spy, movie, spoof
Wreck-It Ralph, movie, spoof
Blazing Saddles, movie, spoof
Austin Powers: International Man of Mystery, movie, spoof
Wet Hot American Summer, movie, spoof
Monty Python and the Holy Grail, movie, spoof
Scary Movie, movie, spoof
Freaks of Nature, movie, spoof
The Pink Panther, movie, spoof
Tank Girl, movie, spoof
The Lego Movie, movie, spoof
Mars Attacks!, movie, spoof
Big Trouble in Little China, movie, spoof
Austin Powers in Goldmember, movie, spoof
Galaxy Quest, movie, spoof
Get Smart, movie, spoof
UHF, movie, spoof
Barbarella, movie, spoof
Yoga Hosers, movie, spoof
This Is Spinal Tap, movie, spoof
Robin Hood: Men in Tights, movie, spoof
Cry-Baby, movie, spoof
Fantastic Beasts: The Crimes of Grindelwald, movie, steampunk
Overlord, movie, steampunk
Robin Hood, movie, steampunk
Hellboy, movie, steampunk
Wonder Woman, movie, steampunk
Mortal Engines, movie, steampunk
Captain America: The First Avenger, movie, steampunk
The Prestige, movie, steampunk
Fantastic Beasts and Where to Find Them, movie, steampunk
Dune, movie, steampunk
Hellboy II: The Golden Army, movie, steampunk
Waterworld, movie, steampunk
Spirited Away, movie, steampunk
Van Helsing, movie, steampunk
Hansel & Gretel: Witch Hunters, movie, steampunk
The Time Machine, movie, steampunk
John Carter, movie, steampunk
Sucker Punch, movie, steampunk
Labyrinth, movie, steampunk
Sleepy Hollow, movie, steampunk
Beauty and the Beast, movie, steampunk
Howl's Moving Castle, movie, steampunk
Pirates of the Caribbean: Dead Man's Chest, movie, steampunk
Brazil, movie, steampunk
Hugo, movie, steampunk
Eraserhead, movie, steampunk
Chitty Chitty Bang Bang, movie, steampunk
Pirates of the Caribbean: At World's End, movie, steampunk
The League of Extraordinary Gentlemen, movie, steampunk
The Time Machine, movie, steampunk
Pan, movie, steampunk
Atlantis: The Lost Empire, movie, steampunk
Treasure Planet, movie, steampunk
The Three Musketeers, movie, steampunk
Oz the Great and Powerful, movie, steampunk
The Illusionist, movie, steampunk
9, movie, steampunk
Army of Darkness, movie, steampunk
Wild Wild West, movie, steampunk
Jonah Hex, movie, steampunk
Victor Frankenstein, movie, steampunk
Time Bandits, movie, steampunk
Quills, movie, steampunk
Nausicaä of the Valley of the Wind, movie, steampunk
Castle in the Sky, movie, steampunk
Mary Shelley's Frankenstein, movie, steampunk
Batman: Gotham by Gaslight, movie, steampunk
Spider-Man: Far from Home, movie, superhero
Avengers: Endgame, movie, superhero
Eternals, movie, superhero
Shazam!, movie, superhero
Black Widow, movie, superhero
Hellboy, movie, superhero
Thor: Love and Thunder, movie, superhero
Joker, movie, superhero
Batman: Hush, movie, superhero
Spider-Man: Into the Spider-Verse, movie, superhero
Captain Marvel, movie, superhero
Shang-Chi and the Legend of the Ten Rings, movie, superhero
Doctor Strange in the Multiverse of Madness, movie, superhero
Spider-Man: Homecoming, movie, superhero
Thor: Ragnarok, movie, superhero
Avengers: Infinity War, movie, superhero
Blade, movie, superhero
Titans, movie, superhero
Aquaman, movie, superhero
The Dark Knight, movie, superhero
Watchmen, movie, superhero
Suicide Squad, movie, superhero
Dark Phoenix, movie, superhero
Deadpool 2, movie, superhero
Black Panther, movie, superhero
Venom, movie, superhero
Power Rangers, movie, superhero
Guardians of the Galaxy, movie, superhero
Batman Begins, movie, superhero
Glass, movie, superhero
Brightburn, movie, superhero
The Secret Life of Pets 2, movie, superhero
Spider-Man, movie, superhero
Destiny: The Tale of Kamakura, movie, supernatural
Skullduggery, movie, supernatural
The Power, movie, supernatural
For the Good of Others, movie, supernatural
A Night of Horror Volume 1, movie, supernatural
Wake the Dead, movie, supernatural
When the Walls Talk: The Whispers Estate Documentary, movie, supernatural
Ghostline, movie, supernatural
Genesis, movie, supernatural
"Look Out\, Officer!", movie, supernatural
Kumander Bawang, movie, supernatural
The Demon, movie, supernatural
The Laplace's Demon, movie, supernatural
Legend of the Mummy, movie, supernatural
Deathstone, movie, supernatural
King's Man, movie, supernatural
Mrs. Ashboro's Cat, movie, supernatural
"Sangraal\, la spada di fuoco", movie, supernatural
Nightmare Man, movie, supernatural
Phoonk, movie, supernatural
Presence of Mind, movie, supernatural
Eternal Evil, movie, supernatural
That Lady in Ermine, movie, supernatural
Reincarnate, movie, supernatural
From the Dead of Night, movie, supernatural
Blood Link, movie, supernatural
Grey Knight, movie, supernatural
Fearful John, movie, supernatural
Witchula, movie, supernatural
Gates of Darkness, movie, supernatural
The Other Side, movie, supernatural
Paula Peril and the Serpent Cult, movie, supernatural
Mandao of the Dead, movie, supernatural
The Long Short, movie, supernatural
Evil Angel, movie, supernatural
Classroom 6, movie, supernatural
Ghost Cat, movie, supernatural
Impossible Horror, movie, supernatural
The Crying Dead, movie, supernatural
Night of the Cobra Woman, movie, supernatural
Ghost Fever, movie, supernatural
Delusion, movie, supernatural
The Haunting of Helen Walker, movie, supernatural
The Tape, movie, supernatural
Aquaman, movie, swashbuckler
The Goonies, movie, swashbuckler
Guardians of the Galaxy, movie, swashbuckler
The Princess Bride, movie, swashbuckler
Solo: A Star Wars Story, movie, swashbuckler
Guardians of the Galaxy Vol. 2, movie, swashbuckler
Pirates of the Caribbean: Dead Men Tell No Tales, movie, swashbuckler
The Legend of Tarzan, movie, swashbuckler
Hook, movie, swashbuckler
Pirates of the Caribbean: The Curse of the Black Pearl, movie, swashbuckler
The Mummy, movie, swashbuckler
John Carter, movie, swashbuckler
Legend, movie, swashbuckler
The Count of Monte Cristo, movie, swashbuckler
Prince of Persia: The Sands of Time, movie, swashbuckler
The Man in the Iron Mask, movie, swashbuckler
Pirates of the Caribbean: On Stranger Tides, movie, swashbuckler
Pirates of the Caribbean: Dead Man's Chest, movie, swashbuckler
Peter Pan, movie, swashbuckler
The Great Race, movie, swashbuckler
Robin Hood: Prince of Thieves, movie, swashbuckler
Robin Hood: Men in Tights, movie, swashbuckler
Pirates of the Caribbean: At World's End, movie, swashbuckler
The Adventures of Tintin, movie, swashbuckler
Pan, movie, swashbuckler
Rob Roy, movie, swashbuckler
The Three Musketeers, movie, swashbuckler
Eragon, movie, swashbuckler
Master and Commander: The Far Side of the World, movie, swashbuckler
Red Sonja, movie, swashbuckler
Merlin, movie, swashbuckler
The Mask of Zorro, movie, swashbuckler
The 13th Warrior, movie, swashbuckler
Cutthroat Island, movie, swashbuckler
Krull, movie, swashbuckler
Robin Hood, movie, swashbuckler
Peter Pan, movie, swashbuckler
The Artist, movie, swashbuckler
The Three Musketeers, movie, swashbuckler
Ella Enchanted, movie, swashbuckler
The Road to El Dorado, movie, swashbuckler
The Bounty, movie, swashbuckler
Mutiny on the Bounty, movie, swashbuckler
The Jewel of the Nile, movie, swashbuckler
Puss in Boots, movie, swashbuckler
Brotherhood of the Wolf, movie, swashbuckler
Timeline, movie, swashbuckler
Blade Runner, movie, tech-noir
Blade Runner 2049, movie, tech-noir
The Matrix, movie, tech-noir
The Terminator, movie, tech-noir
Upgrade, movie, tech-noir
Minority Report, movie, tech-noir
Ghost in the Shell, movie, tech-noir
Sunshine, movie, tech-noir
A.I. Artificial Intelligence, movie, tech-noir
Face/Off, movie, tech-noir
Akira, movie, tech-noir
Mute, movie, tech-noir
Anon, movie, tech-noir
Dark City, movie, tech-noir
Ghost in the Shell, movie, tech-noir
Hardcore Henry, movie, tech-noir
Blackhat, movie, tech-noir
Strange Days, movie, tech-noir
Johnny Mnemonic, movie, tech-noir
Surrogates, movie, tech-noir
Paycheck, movie, tech-noir
Paranoia, movie, tech-noir
Antiviral, movie, tech-noir
Cargo, movie, tech-noir
Blade Runner, movie, tech-noir
Ghost in the Shell 2.0, movie, tech-noir
Enter the Matrix, movie, tech-noir
Renaissance, movie, tech-noir
Alien vs. Ninja, movie, tech-noir
Returner, movie, tech-noir
Tetsuo: The Bullet Man, movie, tech-noir
Hardline, movie, tech-noir
Perfect Dark, movie, tech-noir
Login, movie, tech-noir
GUNSHIP: Tech Noir, movie, tech-noir
The Magnificent Raiders of Dimension War One, movie, tech-noir
Echo Dr., movie, tech-noir
Global Frequency, movie, tech-noir
Numb, movie, tech-noir
Shadowrun, movie, tech-noir
Beyond the Dreamcatcher, movie, tech-noir
Sweet Thing, movie, tech-noir
Xscape, movie, tech-noir
Fear Factory: Cars, movie, tech-noir
Crystal Fortune Run, movie, tech-noir
Mode, movie, tech-noir
Shadowrun, movie, tech-noir
Blade, movie, vampire
Blade: Trinity, movie, vampire
Blade II, movie, vampire
Scott Pilgrim vs. the World, movie, vampire
From Dusk Till Dawn, movie, vampire
Twilight, movie, vampire
The Dark Crystal, movie, vampire
Blade, movie, vampire
The Lego Movie 2: The Second Part, movie, vampire
What We Do in the Shadows, movie, vampire
Van Helsing, movie, vampire
Buffy the Vampire Slayer, movie, vampire
Bram Stoker's Dracula, movie, vampire
The Twilight Saga: Breaking Dawn - Part 2, movie, vampire
The Lost Boys, movie, vampire
I Am Legend, movie, vampire
Hotel Transylvania 3: Summer Vacation, movie, vampire
Dark Shadows, movie, vampire
Underworld, movie, vampire
Interview with the Vampire: The Vampire Chronicles, movie, vampire
Freaks of Nature, movie, vampire
Lifeforce, movie, vampire
The Passage, movie, vampire
Dracula Untold, movie, vampire
The Mortal Instruments: City of Bones, movie, vampire
Blade: The Series, movie, vampire
Jennifer's Body, movie, vampire
Underworld: Blood Wars, movie, vampire
The Twilight Saga: Breaking Dawn - Part 1, movie, vampire
The Twilight Saga: Eclipse, movie, vampire
The League of Extraordinary Gentlemen, movie, vampire
Logan, movie, whistleblower
District 9, movie, whistleblower
The Post, movie, whistleblower
Sleepers, movie, whistleblower
Black Mass, movie, whistleblower
Erin Brockovich, movie, whistleblower
Snowden, movie, whistleblower
All the President's Men, movie, whistleblower
Patch Adams, movie, whistleblower
Mark Felt: The Man Who Brought Down the White House, movie, whistleblower
The Ghost Writer, movie, whistleblower
The Insider, movie, whistleblower
Serpico, movie, whistleblower
24 Hours to Live, movie, whistleblower
On the Waterfront, movie, whistleblower
Michael Clayton, movie, whistleblower
The Brady Bunch Movie, movie, whistleblower
The International, movie, whistleblower
The China Syndrome, movie, whistleblower
The Informant!, movie, whistleblower
Silkwood, movie, whistleblower
Dick, movie, whistleblower
The Whistleblower, movie, whistleblower
The Man Who Would Be King, movie, whistleblower
The Fifth Estate, movie, whistleblower
The Yards, movie, whistleblower
Citizenfour, movie, whistleblower
Norma Rae, movie, whistleblower
Fateful Findings, movie, whistleblower
Seeking Justice, movie, whistleblower
The Deadly Affair, movie, whistleblower
Munna Bhai M.B.B.S., movie, whistleblower
The Manhattan Project, movie, whistleblower
Collision, movie, whistleblower
The Marine 4: Moving Target, movie, whistleblower
I Love Trouble, movie, whistleblower
The Boys of St. Vincent, movie, whistleblower
Rocket Singh: Salesman of the Year, movie, whistleblower
Sex Traffic, movie, whistleblower
XY Chelsea, movie, whistleblower
Vaxxed: From Cover-Up to Catastrophe, movie, whistleblower
Black Rainbow, movie, whistleblower
Lakshmi, movie, whistleblower
A Good American, movie, whistleblower
The Whistle Blower, movie, whistleblower
Risk, movie, whistleblower
Freakonomics, movie, whistleblower
Accused, movie, whistleblower
150 Milligrams, movie, whistleblower
Mea Maxima Culpa: Silence in the House of God, movie, whistleblower
The Forbidden Kingdom, movie, wuxia
"Crouching Tiger\, Hidden Dragon", movie, wuxia
Shadow, movie, wuxia
Hero, movie, wuxia
House of Flying Daggers, movie, wuxia
"Crouching Tiger\, Hidden Dragon: Sword of Destiny", movie, wuxia
Fearless, movie, wuxia
The Assassin, movie, wuxia
Black Lagoon, movie, wuxia
Curse of the Golden Flower, movie, wuxia
Naked Weapon, movie, wuxia
Iron Monkey, movie, wuxia
Dragon, movie, wuxia
Ashes of Time, movie, wuxia
Reign of Assassins, movie, wuxia
Flying Swords of Dragon Gate, movie, wuxia
The Sorcerer and the White Snake, movie, wuxia
A Touch of Zen, movie, wuxia
14 Blades, movie, wuxia
True Legend, movie, wuxia
Seven Swords, movie, wuxia
Dragon Inn, movie, wuxia
Dragon Inn, movie, wuxia
The New One-Armed Swordsman, movie, wuxia
Brotherhood of Blades, movie, wuxia
The Lady Hermit, movie, wuxia
Return of the One-Armed Swordsman, movie, wuxia
Legendary Weapons of China, movie, wuxia
Come Drink with Me, movie, wuxia
The Swordsman, movie, wuxia
Zu Warriors, movie, wuxia
Flying Dagger, movie, wuxia
Swordsman II, movie, wuxia
Warriors of Heaven and Earth, movie, wuxia
Zu: Warriors from the Magic Mountain, movie, wuxia
Royal Tramp, movie, wuxia
Xin tian long ba bu zhi tian shan tong lao, movie, wuxia
"Crouching Tiger\, Hidden Dragon", movie, wuxia
The Magic Blade, movie, wuxia
The Butterfly Murders, movie, wuxia
Heroes Shed No Tears, movie, wuxia
Killer Clans, movie, wuxia
Zombieland: Double Tap, movie, zombie
It, movie, zombie
Zombieland, movie, zombie
Annabelle Comes Home, movie, zombie
Thor: Ragnarok, movie, zombie
Pet Sematary, movie, zombie
The Dead Don't Die, movie, zombie
Overlord, movie, zombie
Doom: Annihilation, movie, zombie
Ready Player One, movie, zombie
Army of the Dead, movie, zombie
Beetlejuice, movie, zombie
Mortal Engines, movie, zombie
Pet Sematary, movie, zombie
What We Do in the Shadows, movie, zombie
The Cabin in the Woods, movie, zombie
The Mummy, movie, zombie
World War Z, movie, zombie
Grindhouse, movie, zombie
Sucker Punch, movie, zombie
Shaun of the Dead, movie, zombie
Maze Runner: The Death Cure, movie, zombie
Train to Busan, movie, zombie
I Am Legend, movie, zombie
The Autopsy of Jane Doe, movie, zombie
An American Werewolf in London, movie, zombie
Super 8, movie, zombie
28 Days Later..., movie, zombie
Zombieland, movie, zombie
The Evil Dead, movie, zombie
Wreck-It Ralph, movie, zombie
Pirates of the Caribbean: On Stranger Tides, movie, zombie
Freaks of Nature, movie, zombie
Planet Terror, movie, zombie
Dawn of the Dead, movie, zombie
Pride and Prejudice and Zombies, movie, zombie
Hocus Pocus, movie, zombie
Evil Dead, movie, zombie
Lifeforce, movie, zombie
Maze Runner: The Scorch Trials, movie, zombie
World War Z 2, movie, zombie
Resident Evil, movie, zombie
Resident Evil: The Final Chapter, movie, zombie
